"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"5979","A hundred years later, we're still not sure why the Spanish flu killed so many people - Health Historical disease d‚Ä¶ https://t.co/4j4biBuHDt",FALSE,1,NA,2018-03-05 17:00:41,TRUE,NA,"970705669639823364",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","jstorres",1,FALSE,FALSE,NA,NA
"5980","Flu Ì†ΩÌ∏∑",FALSE,0,NA,2018-03-05 17:00:39,FALSE,NA,"970705664166080512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pretititred",0,FALSE,FALSE,NA,NA
"5981","Small snow and flu wan kill awon superior race...",FALSE,0,NA,2018-03-05 17:00:39,FALSE,NA,"970705662023032832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Pristinereg",0,FALSE,FALSE,NA,NA
"5982","i just want everyone to know that not only do i have the flu but i‚Äôm also on my period therefore don‚Äôt mess with me.",FALSE,1,NA,2018-03-05 17:00:38,FALSE,NA,"970705658684289024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kris10castiyo",0,FALSE,FALSE,NA,NA
"5983","@NyQuilDayQuil It breaks the fever and sweats a lot! But 3 days of in and off fever is not bad at all. One of the b‚Ä¶ https://t.co/rnpRToOLTk",FALSE,0,"NyQuilDayQuil",2018-03-05 17:00:38,TRUE,"791373129423556608","970705657958621185","1154984276","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mistercmt",0,FALSE,FALSE,NA,NA
"5984","Despite push for a universal flu vaccine, the 'holy grail' stays out of reach https://t.co/NQurSUMCvJ",FALSE,0,NA,2018-03-05 17:00:37,FALSE,NA,"970705654922039296",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","drchrisstout",0,FALSE,FALSE,NA,NA
"5985","RT @patmiletich: Robert Watley had the flu, lost both contacts, got a point taken for a knee that was actually legal and still won. He also‚Ä¶",FALSE,0,NA,2018-03-05 17:00:29,FALSE,NA,"970705620750995459",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","GlomarNeverDies",17,TRUE,FALSE,NA,NA
"5986","RT @radiobrasil940: Flu
Pai do meia Gerson, seu Marco Ant√¥nio lembra que negocia√ß√£o foi muito boa para as 3 partes e Roma √© uma casa para o‚Ä¶",FALSE,0,NA,2018-03-05 17:00:24,FALSE,NA,"970705601394348033",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Guerreiro_FFC",1,TRUE,FALSE,NA,NA
"5987","The singer tried his best not to succumb to sickness, but after powering through a couple of dates while feeling il‚Ä¶ https://t.co/yXXkQ6awyb",FALSE,0,NA,2018-03-05 17:00:20,TRUE,NA,"970705584533245952",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","KIKNCountry",0,FALSE,FALSE,NA,NA
"5988","CDC: Flu Season Eases, Though Hospitalizations Up via @UPI https://t.co/Wk5o7oCYCG",FALSE,0,NA,2018-03-05 17:00:20,FALSE,NA,"970705583421710339",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","HIDAorg",0,FALSE,FALSE,NA,NA
"5989","Feeling the flu &amp; shingles shot in my arm muscle now but on the upside I‚Äôve forgotten about my back Ì†æÌ¥£",FALSE,1,NA,2018-03-05 17:00:19,FALSE,NA,"970705580628369410",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","onearmmofo",0,FALSE,FALSE,NA,NA
"5990","RT @Education4Libs: There are 30,000 gun-related deaths in the USA each year with 60% of them being suicides. Even with those factored in,‚Ä¶",FALSE,0,NA,2018-03-05 17:00:15,FALSE,NA,"970705563653955584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","frohlich_ryan",3313,TRUE,FALSE,NA,NA
"5991","RT @patmiletich: Robert Watley had the flu, lost both contacts, got a point taken for a knee that was actually legal and still won. He also‚Ä¶",FALSE,0,NA,2018-03-05 17:00:12,FALSE,NA,"970705550500614145",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NickBaldwinMMA",17,TRUE,FALSE,NA,NA
"5992","@Adam_Penning @unionjack1967 My thoughts are that, they're diabolical and need a serious overhall. Many contain a p‚Ä¶ https://t.co/5VAhoCHaph",FALSE,0,"Adam_Penning",2018-03-05 17:00:10,TRUE,"970703197047279616","970705539050168320","359848272","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChrisR_Owens",0,FALSE,FALSE,NA,NA
"5993","Having the flu sucks ‚Äî feeling sick",FALSE,1,NA,2018-03-05 17:00:09,FALSE,NA,"970705536508407811",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","JDDoubleTrouble",0,FALSE,FALSE,NA,NA
"5994","Apakah dirimu sedang sakit ? ‚Äî Iya nih flu ku semakin‚Äù ampe kemata‚Äù berair https://t.co/8MW1yE2SI7",FALSE,0,NA,2018-03-05 17:00:07,FALSE,NA,"970705529403265024",NA,"<a href=""http://ask.fm/"" rel=""nofollow"">Ask.fm</a>","meliatiara",0,FALSE,FALSE,NA,NA
"5995","RT @hrogier: Great to see @MarionKoopmans speaking at a flu workshop in Hanoi organised by @maciekboni and NIHE, @OUCRU_Vietnam https://t.c‚Ä¶",FALSE,0,NA,2018-03-05 17:00:07,FALSE,NA,"970705528614666240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarionKoopmans",4,TRUE,FALSE,NA,NA
"5996","Although signs show that influenza activity is declining, overall activity remains elevated across most of the... https://t.co/9W6DTN9ZEa",FALSE,0,NA,2018-03-05 17:00:04,FALSE,NA,"970705514379268096",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","CTPharmacists",1,FALSE,FALSE,NA,NA
"5997","The Tea That Cures Strep Throat, Flu And Sinus Infections https://t.co/3hLjjHAJdu",FALSE,0,NA,2018-03-05 17:00:03,FALSE,NA,"970705512718327811",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","TimeNatural1",0,FALSE,FALSE,NA,NA
"5998","#WhatISurvivedB4Listeriosis
Typhoid 
Swine flu
Bird flu
Cholera 
Witchcraft 
Apartheid 
Millinum bug
2012
Oranges i‚Ä¶ https://t.co/gZiezMMvKz",FALSE,2,NA,2018-03-05 17:00:03,TRUE,NA,"970705511665537024",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","pretzybrett",0,FALSE,FALSE,NA,NA
"5999","Flu on wane on Peninsula; four confirmed deaths from influenza in Clallam County - https://t.co/ep5OY5Ge4w https://t.co/m6Gbsype9Y",FALSE,0,NA,2018-03-05 17:00:03,FALSE,NA,"970705510323380226",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PenDailyNews",2,FALSE,FALSE,NA,NA
"6000","RT @Education4Libs: There are 30,000 gun-related deaths in the USA each year with 60% of them being suicides. Even with those factored in,‚Ä¶",FALSE,0,NA,2018-03-05 17:00:01,FALSE,NA,"970705501527859203",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnthonG",3313,TRUE,FALSE,NA,NA
"6001","Flu has 'definitely peaked' for the 2017-18 season https://t.co/u72xfMWL4U",FALSE,1,NA,2018-03-05 17:00:00,FALSE,NA,"970705499929837569",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","VesselMedical",0,FALSE,FALSE,NA,NA
"6002","Take #care of your #health this #fall with this #checklist! https://t.co/mBekSr1722",FALSE,1,NA,2018-03-05 17:00:00,FALSE,NA,"970705499715964931",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","sinusnasal_la",0,FALSE,FALSE,NA,NA
"6003","RT @NMNH: 100 years later, scientists and health experts are still learning from the 1918 influenza pandemic. Join us on 3/7 to hear from h‚Ä¶",FALSE,0,NA,2018-03-05 16:59:58,FALSE,NA,"970705490710851584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dawn_blois",13,TRUE,FALSE,NA,NA
"6004","Yet they don't want to get a flu shot either.... https://t.co/OxP4ImBU6C",FALSE,0,NA,2018-03-05 16:59:55,FALSE,NA,"970705478077448192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Faith_MomRN",0,FALSE,FALSE,NA,NA
"6005","@VogueRunway Looking like a piece of crap who doesn't care about the health of others. FLU KILLS. STAY HOME.",FALSE,0,"VogueRunway",2018-03-05 16:59:53,FALSE,"970702072176959489","970705471844864001","21401466","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","msdrjuris",0,FALSE,FALSE,NA,NA
"6006","5 steps to beating the keto ""flu"" and 3 things you should never do. https://t.co/uNyA1hQgyT https://t.co/jOARHEBi5Q",FALSE,0,NA,2018-03-05 16:59:50,FALSE,NA,"970705455642218497",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","the_warrior_ntr",0,FALSE,FALSE,NA,NA
"6007","RT @respondegalvao: Se o fluminense ganhasse um mundial, o flu se tornaria um grande clube? Mais do q j√° √© ‚Äî Fluminense j√° tem mundial em 1‚Ä¶",FALSE,0,NA,2018-03-05 16:59:47,FALSE,NA,"970705442887303168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dudassdp",355,TRUE,FALSE,NA,NA
"6008","Despite push for a universal flu vaccine, the 'holy grail' stays out of reach https://t.co/bw3BQ34j2A #hotelmarketing",FALSE,0,NA,2018-03-05 16:59:46,FALSE,NA,"970705438630121473",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AlainClasse",0,FALSE,FALSE,NA,NA
"6009","RT @xlfelix: A entrevista do Marquinho s√≥ confirma o quanto o Flu est√° sendo gerido por gente amadora. 

N√£o interessa se ele como jogador‚Ä¶",FALSE,0,NA,2018-03-05 16:59:40,FALSE,NA,"970705417256013824",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","gab_tricolor9",34,TRUE,FALSE,NA,NA
"6010","Flu .now tonsils and flu Ì†ΩÌ∏≠Ì†ΩÌ∏≠Ì†ΩÌ∏≠ https://t.co/7s2dGi5lWu",FALSE,0,NA,2018-03-05 16:59:34,FALSE,NA,"970705391532298240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Miso_licious",0,FALSE,FALSE,NA,NA
"6011","@lupnobrega @MarcellodeLuna1 Concordo. S√≥ n√£o sei se hoje h√° clima para uma discuss√£o sensata sobre a adequa√ß√£o do‚Ä¶ https://t.co/MFrxNp2d5L",FALSE,1,"lupnobrega",2018-03-05 16:59:33,TRUE,"970662580845973504","970705383949066242","58540819","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","josefluroberto",0,FALSE,FALSE,NA,NA
"6012","RT @patmiletich: Robert Watley had the flu, lost both contacts, got a point taken for a knee that was actually legal and still won. He also‚Ä¶",FALSE,0,NA,2018-03-05 16:59:31,FALSE,NA,"970705375463985152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nate_Taylor",17,TRUE,FALSE,NA,NA
"6013","@weezermom I hear you! Nice when people visit and you can fit 5 cars on it, sucks to shovel. Was out for 45 min, on‚Ä¶ https://t.co/qHw2LN1eVe",FALSE,0,"weezermom",2018-03-05 16:59:30,TRUE,"970702987306844162","970705374415212544","33477337","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Laura_Kate1115",0,FALSE,FALSE,NA,NA
"6014","Despite push for a universal flu vaccine, the 'holy grail' stays out of reach https://t.co/i0oSOJagSi",FALSE,0,NA,2018-03-05 16:59:25,FALSE,NA,"970705351631933440",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","_innovascape",0,FALSE,FALSE,NA,NA
"6015","@zoyamem93020734 main bht tang hun is time flu NY tang kr rakha hyÌ†ΩÌ∏£Ì†ΩÌ∏§Ì†ΩÌ∏¢Ì†ΩÌ∏è",FALSE,1,"zoyamem93020734",2018-03-05 16:59:22,FALSE,"970704785958678528","970705338633736194","917785074526978048","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CallMeMeeru",0,FALSE,FALSE,NA,NA
"6016","RT @PitchAmy: Cold Snap! Weather went from hot to cold quickly in the past week - If you are feeling #flu symptoms listen in to @DrRedcross‚Ä¶",FALSE,0,NA,2018-03-05 16:59:18,FALSE,NA,"970705322787639296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DrRedcross",1,TRUE,FALSE,NA,NA
"6017","RT @DailyMail: Boy, 9, on life support after flu symptoms turned out to be deadly RAT disease that cripples vital organs https://t.co/0S1Ts‚Ä¶",FALSE,0,NA,2018-03-05 16:59:18,FALSE,NA,"970705321617367040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SusanIverach",32,TRUE,FALSE,NA,NA
"6018","@WilliamShatner Also my remedy for man flu ...",FALSE,0,"WilliamShatner",2018-03-05 16:59:17,FALSE,"970685960982732800","970705320753364993","15227791","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DirkNorwell",0,FALSE,FALSE,NA,NA
"6019","Di president tse di re tlisetsa malwetsi, Zuma o tlisitse Swine Flu, now CR17 o tla ka Listeriosis",FALSE,0,NA,2018-03-05 16:59:16,FALSE,NA,"970705316160536576",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","tp_mashubedi",0,FALSE,FALSE,NA,NA
"6020","RT @DailyMail: Boy, 9, on life support after flu symptoms turned out to be deadly RAT disease that cripples vital organs https://t.co/0S1Ts‚Ä¶",FALSE,0,NA,2018-03-05 16:59:10,FALSE,NA,"970705287928778752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chuckanw",32,TRUE,FALSE,NA,NA
"6021","RT @MistressLuna_: I slept a lot and I feel great! Looks like I don't have a flu, I was just very tired!

https://t.co/7z3pnlVbS4 @Mistress‚Ä¶",FALSE,0,NA,2018-03-05 16:59:02,FALSE,NA,"970705257499152385",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TopFemdom",19,TRUE,FALSE,NA,NA
"6022","Meus tios chegaram aq em casa, aff na hora do meu costilo merda",FALSE,1,NA,2018-03-05 16:59:02,FALSE,NA,"970705254265360384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prii_Flu",0,FALSE,FALSE,NA,NA
"6023","Intestinal flu... Comes back again WHYY",FALSE,0,NA,2018-03-05 16:59:01,FALSE,NA,"970705253686378496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iamjimemay",0,FALSE,FALSE,NA,NA
"6024","RT @HealthRanger: Vaccine industry in panic as scientific study solves the riddle of why #flushots don‚Äôt work. https://t.co/lG3Z4JAMOE #ant‚Ä¶",FALSE,0,NA,2018-03-05 16:59:00,FALSE,NA,"970705246732210176",NA,"<a href=""http://nosudo.co"" rel=""nofollow"">QxNews-python</a>","QxNews",182,TRUE,FALSE,NA,NA
"6025","RT @crvgGraci: to pensando seriamente em ir no cl√°ssico Vasco x Flu, quarta.... Ì†æÌ¥î",FALSE,0,NA,2018-03-05 16:58:55,FALSE,NA,"970705225039433729",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wesley_curty",1,TRUE,FALSE,NA,NA
"6026","RT @respondegalvao: Quem tem maid t√≠tulos, Fla ou Flu? ‚Äî Flamengo, claro. https://t.co/SnSaZLJC8C",FALSE,0,NA,2018-03-05 16:58:54,FALSE,NA,"970705223948922880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","graccecrf",50,TRUE,FALSE,NA,NA
"6027","you want me to get other people especially CHILDREN sick?? when people are literally dying from the flu here jfc",FALSE,0,NA,2018-03-05 16:58:53,FALSE,NA,"970705216784957440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jenrenct",0,FALSE,FALSE,NA,NA
"6028","RT @patmiletich: Robert Watley had the flu, lost both contacts, got a point taken for a knee that was actually legal and still won. He also‚Ä¶",FALSE,0,NA,2018-03-05 16:58:51,FALSE,NA,"970705208228622336",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TheTruthJackson",17,TRUE,FALSE,NA,NA
"6029","6 Ways to Keep the Flu from Sidelining Your Workplace | Houston Employee Benefits https://t.co/85iKOvq0V4",FALSE,0,NA,2018-03-05 16:58:50,FALSE,NA,"970705205196218369",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","KainosPartners",0,FALSE,FALSE,NA,NA
"6030","RT @DailyMail: Boy, 9, on life support after flu symptoms turned out to be deadly RAT disease that cripples vital organs https://t.co/0S1Ts‚Ä¶",FALSE,0,NA,2018-03-05 16:58:49,FALSE,NA,"970705202327314434",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stuntastic210",32,TRUE,FALSE,NA,NA
"6031","Gostei de um v√≠deo do @YouTube https://t.co/i20uKtaj2D NARRA√á√ÉO DE MADRID (FLU 2-1 VOLTA REDONDA)",FALSE,0,NA,2018-03-05 16:58:49,FALSE,NA,"970705199349293057",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","tryers_10hotmai",0,FALSE,FALSE,NA,NA
"6032","RT @raiani_fontes: Maluco!  Ì†ΩÌ∏± https://t.co/OozDpjoiOa",FALSE,0,NA,2018-03-05 16:58:46,FALSE,NA,"970705189090091009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","martins_flu",1,TRUE,FALSE,NA,NA
"6033","Despite push for a universal flu vaccine, the 'holy grail' stays out of reach https://t.co/zV0Qaxk5l8 https://t.co/nbRR2TDnPY",FALSE,0,NA,2018-03-05 16:58:40,FALSE,NA,"970705165367087104",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","AryebNet",0,FALSE,FALSE,NA,NA
"6034","RT @liii1414: ŸÖÿµÿ∑ŸÑÿ≠ÿßÿ™ ÿ∑ÿ®Ÿäÿ© Ì†ΩÌ≤â

ÿµÿØÿßÿπ Headache
ÿßŸÑÿ™Ÿáÿßÿ® ÿßŸÑŸÉÿ®ÿØ hepatitis
ÿ•ŸÜŸÅŸÑŸàŸÜÿ≤ÿß influenza, flu
Ÿàÿ±ŸÖtumor
ÿπÿØŸàŸâ infection
ÿ∑ŸÅÿ≠ ÿ¨ŸÑÿØŸä rash
ŸÇÿµŸàÿ± ÿßŸÑŸÉŸÑŸâ‚Ä¶",FALSE,0,NA,2018-03-05 16:58:35,FALSE,NA,"970705143913238530",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_21sweet",309,TRUE,FALSE,NA,NA
"6035","@RiddimKitty I caught da wook flu n all",FALSE,3,"RiddimKitty",2018-03-05 16:58:31,FALSE,"970689694055923712","970705127572230146","407221769","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","riddimgirlmarf",0,FALSE,FALSE,NA,NA
"6036","Despite push for a universal flu vaccine, the 'holy grail' stays out of reach via Digg https://t.co/MBk4K10Gu5",FALSE,0,NA,2018-03-05 16:58:31,FALSE,NA,"970705124627832832",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","shalin5960",0,FALSE,FALSE,NA,NA
"6037","Sangat kapok datengin tempat yang  lagi winter. Even cuman sehari. Abisnya langsung terkapar tak berdaya struggling sama flu dan radang.",FALSE,0,NA,2018-03-05 16:58:31,FALSE,NA,"970705124065710081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rikahafidah",0,FALSE,FALSE,NA,NA
"6038","Avoid The Flu! Learn How White Sage Cleans Bacteria Out Of Your Environment! Ì†ºÌº± - https://t.co/M2WjRHdPrx",FALSE,0,NA,2018-03-05 16:58:25,FALSE,NA,"970705101135413249",NA,"<a href=""http://www.mailchimp.com"" rel=""nofollow"">MailChimp</a>","HBPWHOLESALE",0,FALSE,FALSE,NA,NA
"6039","RT @HealthRanger: Vaccine industry in panic as scientific study solves the riddle of why #flushots don‚Äôt work. https://t.co/lG3Z4JAMOE #ant‚Ä¶",FALSE,0,NA,2018-03-05 16:58:22,FALSE,NA,"970705088514805761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","guidedheart",182,TRUE,FALSE,NA,NA
"6040","Boy, 9, on life support after flu symptoms turned out to be deadly RAT disease that cripples vital organs - Daily M‚Ä¶ https://t.co/FXBXLWfLxu",FALSE,0,NA,2018-03-05 16:58:18,TRUE,NA,"970705069485314048",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ProdromalStage",0,FALSE,FALSE,NA,NA
"6041","RT @DoveCameron: was meant to be at the @eltonofficial party tonight but instead, i‚Äôm slowly sipping coconut water in my bed. STILL bed rid‚Ä¶",FALSE,0,NA,2018-03-05 16:58:17,FALSE,NA,"970705067803398144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Paty2002Fatima",367,TRUE,FALSE,NA,NA
"6042","Still choked with the flu and still about to go do a full fuckin shift at work because i hate my life Ì†ΩÌ∏∑Ì†ΩÌ≤Ä",FALSE,3,NA,2018-03-05 16:58:10,FALSE,NA,"970705039223345154",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sherrypoppers",0,FALSE,FALSE,NA,NA
"6043","While I‚Äôve spent the last month riddled with the flu and hustling my day hustle, massjonesstudio‚Ä¶ https://t.co/p6P2XcgP7p",FALSE,0,NA,2018-03-05 16:58:00,FALSE,NA,"970704993820037121",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","scratchsniffpur",0,FALSE,FALSE,"-87.7238781","41.9158226"
"6044","Robert Watley had the flu, lost both contacts, got a point taken for a knee that was actually legal and still won.‚Ä¶ https://t.co/dhpX3by1de",FALSE,77,NA,2018-03-05 16:57:59,TRUE,NA,"970704992670797824",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","patmiletich",17,FALSE,FALSE,NA,NA
"6045","Piss off flu Ì†ΩÌ∏≠Ì†æÌ¥ïÌ†æÌ¥í",FALSE,0,NA,2018-03-05 16:57:55,FALSE,NA,"970704976577212416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pariss96",0,FALSE,FALSE,NA,NA
"6046","RT @DailyMail: Boy, 9, on life support after flu symptoms turned out to be deadly RAT disease that cripples vital organs https://t.co/0S1Ts‚Ä¶",FALSE,0,NA,2018-03-05 16:57:53,FALSE,NA,"970704967819583488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hild_m30",32,TRUE,FALSE,NA,NA
"6047","All I want is a bloke to have the snuggly naked relationship bits without any of the other bits like family events‚Ä¶ https://t.co/uyhHW4tLfq",FALSE,4,NA,2018-03-05 16:57:53,TRUE,NA,"970704964556328960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmmyMaher",0,FALSE,FALSE,NA,NA
"6048","RT @DailyMail: Boy, 9, on life support after flu symptoms turned out to be deadly RAT disease that cripples vital organs https://t.co/0S1Ts‚Ä¶",FALSE,0,NA,2018-03-05 16:57:48,FALSE,NA,"970704944029487104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NemanRyassa",32,TRUE,FALSE,NA,NA
"6049","staying down at mum‚Äôs tonight but she‚Äôs got the flu along with my brother.. i have the worst immune system but i NEED to see my doggos",FALSE,0,NA,2018-03-05 16:57:47,FALSE,NA,"970704941806481408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nymphetaminebch",1,FALSE,FALSE,NA,NA
"6050","Mandi sauna tidak dianjurkan bagi Anda yg memiliki masalah jantung, asma, gangguan pernapasan, tekanan drh tinggi,flu, dan ha #foredi #gasa",FALSE,0,NA,2018-03-05 16:57:41,FALSE,NA,"970704915143147520",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","foredipalembang",0,FALSE,FALSE,NA,NA
"6051","@rodeo3636 Take care Kell, flu is nasty this year, get lots of rest, I‚Äôll come over and read to you and have lots o‚Ä¶ https://t.co/nrIW1e0zX1",FALSE,2,"rodeo3636",2018-03-05 16:57:28,TRUE,"970667392362795008","970704862425047042","2954900667","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carey_heaslip",0,FALSE,FALSE,NA,NA
"6052","https://t.co/Why67WOKfB",FALSE,1,NA,2018-03-05 16:57:27,FALSE,NA,"970704859333787648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WindMichael",0,FALSE,FALSE,NA,NA
"6053","RT @DailyMail: Boy, 9, on life support after flu symptoms turned out to be deadly RAT disease that cripples vital organs https://t.co/0S1Ts‚Ä¶",FALSE,0,NA,2018-03-05 16:57:23,FALSE,NA,"970704839314468864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ouchinagirl",32,TRUE,FALSE,NA,NA
"6054","RT @DailyMail: Boy, 9, on life support after flu symptoms turned out to be deadly RAT disease that cripples vital organs https://t.co/0S1Ts‚Ä¶",FALSE,0,NA,2018-03-05 16:57:22,FALSE,NA,"970704837389246465",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","tlctamicompton",32,TRUE,FALSE,NA,NA
"6055","Blake Shelton reschedules show after battling the flu",FALSE,0,NA,2018-03-05 16:57:19,FALSE,NA,"970704823795449858",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ABCAirPower",0,FALSE,FALSE,NA,NA
"6056","RT @Education4Libs: There are 30,000 gun-related deaths in the USA each year with 60% of them being suicides. Even with those factored in,‚Ä¶",FALSE,0,NA,2018-03-05 16:57:18,FALSE,NA,"970704820658155520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BobPattersonJr1",3313,TRUE,FALSE,NA,NA
